generation; best; average; worst
89; 0.383085; 0.305721; 0.248756
90; 0.378109; 0.303731; 0.233831
91; 0.343284; 0.293532; 0.233831
92; 0.348259; 0.295025; 0.243781
93; 0.442786; 0.319652; 0.263682
94; 0.363184; 0.290796; 0.218905
95; 0.383085; 0.316667; 0.253731
96; 0.363184; 0.315174; 0.268657
97; 0.358209; 0.310945; 0.238806
98; 0.363184; 0.298756; 0.248756
99; 0.353234; 0.306716; 0.268657
100; 0.368159; 0.306219; 0.218905
101; 0.40796; 0.308209; 0.228856
102; 0.373134; 0.309453; 0.243781
103; 0.353234; 0.291791; 0.223881
104; 0.363184; 0.309701; 0.243781
105; 0.402985; 0.316667; 0.268657
106; 0.358209; 0.301493; 0.243781
107; 0.39801; 0.304975; 0.223881
108; 0.368159; 0.289303; 0.223881
109; 0.353234; 0.299751; 0.248756
110; 0.373134; 0.3; 0.258706
111; 0.348259; 0.302488; 0.248756
112; 0.373134; 0.296269; 0.218905
113; 0.358209; 0.293781; 0.238806
114; 0.358209; 0.302985; 0.248756
115; 0.353234; 0.305224; 0.263682
116; 0.358209; 0.29801; 0.253731
117; 0.368159; 0.30597; 0.238806
118; 0.368159; 0.302239; 0.243781
119; 0.378109; 0.310697; 0.253731
120; 0.368159; 0.308458; 0.268657
121; 0.358209; 0.286318; 0.19403
122; 0.373134; 0.304726; 0.238806
123; 0.363184; 0.306716; 0.208955
124; 0.368159; 0.29801; 0.258706
125; 0.373134; 0.299005; 0.238806
126; 0.363184; 0.302985; 0.218905
127; 0.353234; 0.296766; 0.228856
128; 0.368159; 0.305473; 0.253731
129; 0.393035; 0.309701; 0.238806
130; 0.343284; 0.297264; 0.228856
131; 0.353234; 0.302239; 0.233831
132; 0.378109; 0.304726; 0.199005
133; 0.38806; 0.314677; 0.233831
134; 0.363184; 0.29801; 0.248756
135; 0.348259; 0.281841; 0.223881
136; 0.378109; 0.309701; 0.258706
137; 0.343284; 0.290796; 0.238806
138; 0.358209; 0.302488; 0.228856
139; 0.378109; 0.305224; 0.20398
140; 0.358209; 0.296269; 0.238806
141; 0.373134; 0.3; 0.243781
142; 0.383085; 0.30995; 0.233831
143; 0.358209; 0.299005; 0.248756
144; 0.368159; 0.301741; 0.258706
145; 0.373134; 0.294279; 0.233831
146; 0.348259; 0.299254; 0.243781
147; 0.358209; 0.308458; 0.208955
148; 0.353234; 0.302985; 0.228856
149; 0.363184; 0.303731; 0.228856
150; 0.368159; 0.308955; 0.223881
151; 0.373134; 0.304975; 0.253731
152; 0.363184; 0.307463; 0.238806
153; 0.358209; 0.310199; 0.253731
154; 0.368159; 0.319403; 0.263682
155; 0.368159; 0.309453; 0.238806
156; 0.358209; 0.306219; 0.258706
157; 0.353234; 0.295274; 0.233831
158; 0.328358; 0.297512; 0.243781
159; 0.358209; 0.289303; 0.228856
160; 0.368159; 0.305721; 0.248756
161; 0.368159; 0.314677; 0.248756
162; 0.373134; 0.315672; 0.223881
163; 0.338308; 0.306716; 0.238806
164; 0.383085; 0.309453; 0.258706
165; 0.373134; 0.307463; 0.243781
166; 0.393035; 0.311194; 0.248756
167; 0.368159; 0.307463; 0.243781
168; 0.338308; 0.3; 0.253731
169; 0.363184; 0.312438; 0.268657
170; 0.358209; 0.307463; 0.238806
171; 0.338308; 0.283333; 0.228856
172; 0.348259; 0.299751; 0.233831
173; 0.348259; 0.304975; 0.243781
174; 0.348259; 0.29801; 0.238806
175; 0.368159; 0.310945; 0.238806
176; 0.368159; 0.290547; 0.233831
177; 0.40796; 0.321642; 0.253731
178; 0.39801; 0.296766; 0.208955
179; 0.373134; 0.314179; 0.273632
180; 0.373134; 0.305473; 0.238806
181; 0.363184; 0.295522; 0.233831
182; 0.338308; 0.30796; 0.263682
183; 0.353234; 0.306716; 0.268657
184; 0.343284; 0.302488; 0.248756
185; 0.373134; 0.302239; 0.258706
186; 0.378109; 0.297761; 0.243781
187; 0.338308; 0.294776; 0.223881
188; 0.378109; 0.309701; 0.253731
189; 0.373134; 0.305721; 0.243781
190; 0.353234; 0.306219; 0.233831
191; 0.343284; 0.296766; 0.228856
192; 0.38806; 0.306716; 0.258706
193; 0.358209; 0.308706; 0.243781
194; 0.358209; 0.300995; 0.248756
195; 0.383085; 0.305721; 0.258706
196; 0.368159; 0.31592; 0.258706
197; 0.383085; 0.303234; 0.258706
198; 0.353234; 0.293035; 0.253731
199; 0.383085; 0.322637; 0.243781
200; 0.383085; 0.308706; 0.228856
201; 0.393035; 0.305721; 0.238806
202; 0.383085; 0.309453; 0.228856
203; 0.363184; 0.30597; 0.248756
204; 0.412935; 0.298259; 0.233831
205; 0.353234; 0.294776; 0.248756
206; 0.363184; 0.304726; 0.253731
207; 0.343284; 0.293532; 0.253731
208; 0.343284; 0.289303; 0.228856
209; 0.378109; 0.303731; 0.233831
210; 0.378109; 0.306716; 0.248756
211; 0.323383; 0.3; 0.258706
212; 0.348259; 0.299502; 0.243781
213; 0.358209; 0.310448; 0.243781
214; 0.363184; 0.305473; 0.258706
215; 0.333333; 0.297264; 0.258706
216; 0.363184; 0.299005; 0.253731
217; 0.348259; 0.301244; 0.233831
218; 0.378109; 0.317413; 0.258706
219; 0.363184; 0.293532; 0.218905
220; 0.348259; 0.29801; 0.263682
221; 0.38806; 0.312935; 0.223881
222; 0.368159; 0.310697; 0.258706
223; 0.348259; 0.294279; 0.218905
224; 0.373134; 0.297264; 0.223881
225; 0.368159; 0.29801; 0.218905
226; 0.373134; 0.310448; 0.233831
227; 0.373134; 0.303731; 0.233831
228; 0.402985; 0.326617; 0.258706
229; 0.368159; 0.299751; 0.238806
230; 0.353234; 0.306468; 0.228856
231; 0.363184; 0.312935; 0.21393
232; 0.363184; 0.291791; 0.20398
233; 0.368159; 0.301741; 0.233831
234; 0.343284; 0.3; 0.238806
235; 0.378109; 0.298507; 0.243781
236; 0.363184; 0.30796; 0.233831
237; 0.378109; 0.305473; 0.243781
238; 0.373134; 0.306716; 0.248756
239; 0.373134; 0.31393; 0.248756
240; 0.373134; 0.31194; 0.268657
241; 0.353234; 0.30796; 0.253731
242; 0.402985; 0.31592; 0.238806
243; 0.353234; 0.300249; 0.218905
244; 0.363184; 0.296517; 0.243781
245; 0.333333; 0.296517; 0.253731
246; 0.348259; 0.304229; 0.208955
247; 0.348259; 0.300746; 0.238806
248; 0.368159; 0.295522; 0.223881
249; 0.368159; 0.310945; 0.258706
250; 0.333333; 0.28806; 0.233831
251; 0.383085; 0.31592; 0.238806
252; 0.343284; 0.283582; 0.243781
253; 0.383085; 0.301493; 0.243781
254; 0.368159; 0.312935; 0.268657
255; 0.348259; 0.302985; 0.248756
256; 0.353234; 0.308955; 0.268657
257; 0.338308; 0.29204; 0.228856
258; 0.338308; 0.293532; 0.223881
259; 0.353234; 0.305224; 0.253731
260; 0.373134; 0.305224; 0.268657
261; 0.348259; 0.294279; 0.233831
262; 0.378109; 0.299751; 0.208955
263; 0.358209; 0.298756; 0.248756
264; 0.343284; 0.295274; 0.248756
265; 0.363184; 0.299005; 0.223881
266; 0.402985; 0.304229; 0.228856
267; 0.368159; 0.306468; 0.21393
268; 0.353234; 0.29801; 0.253731
269; 0.328358; 0.293781; 0.253731
270; 0.368159; 0.299254; 0.233831
271; 0.328358; 0.289303; 0.243781
272; 0.358209; 0.294279; 0.243781
273; 0.338308; 0.294776; 0.248756
274; 0.363184; 0.30597; 0.238806
275; 0.38806; 0.312935; 0.258706
276; 0.363184; 0.308458; 0.243781
277; 0.368159; 0.306716; 0.248756
278; 0.353234; 0.299751; 0.253731
279; 0.383085; 0.304726; 0.268657
280; 0.348259; 0.308955; 0.228856
281; 0.323383; 0.287313; 0.223881
282; 0.412935; 0.311194; 0.228856
283; 0.378109; 0.312935; 0.263682
284; 0.363184; 0.303234; 0.248756
285; 0.363184; 0.307711; 0.258706
286; 0.373134; 0.310199; 0.263682
287; 0.368159; 0.30796; 0.253731
288; 0.358209; 0.304975; 0.20398
289; 0.353234; 0.296766; 0.233831
290; 0.39801; 0.303234; 0.258706
291; 0.358209; 0.304229; 0.253731
292; 0.358209; 0.316418; 0.238806
293; 0.383085; 0.308209; 0.268657
294; 0.363184; 0.311194; 0.268657
295; 0.383085; 0.303483; 0.248756
296; 0.378109; 0.303731; 0.238806
297; 0.368159; 0.305224; 0.268657
298; 0.378109; 0.30995; 0.243781
299; 0.39801; 0.304229; 0.253731
300; 0.338308; 0.303731; 0.218905
301; 0.378109; 0.31194; 0.263682
302; 0.368159; 0.306716; 0.21393
303; 0.353234; 0.296766; 0.223881
304; 0.353234; 0.299005; 0.243781
305; 0.333333; 0.3; 0.253731
306; 0.363184; 0.309701; 0.233831
307; 0.358209; 0.306468; 0.258706
308; 0.358209; 0.292786; 0.223881
309; 0.348259; 0.30597; 0.253731
310; 0.378109; 0.308209; 0.243781
311; 0.38806; 0.293532; 0.228856
312; 0.373134; 0.300746; 0.253731
313; 0.363184; 0.297761; 0.248756
314; 0.378109; 0.302488; 0.258706
315; 0.353234; 0.302736; 0.20398
316; 0.353234; 0.308955; 0.238806
317; 0.378109; 0.307463; 0.273632
318; 0.378109; 0.31592; 0.233831
319; 0.373134; 0.320398; 0.258706
320; 0.368159; 0.306965; 0.248756
321; 0.383085; 0.301741; 0.223881
322; 0.333333; 0.289303; 0.228856
323; 0.338308; 0.298756; 0.238806
324; 0.353234; 0.295274; 0.223881
325; 0.373134; 0.310199; 0.268657
326; 0.373134; 0.306219; 0.243781
327; 0.343284; 0.298756; 0.243781
328; 0.358209; 0.309701; 0.263682
329; 0.383085; 0.301493; 0.258706
330; 0.368159; 0.309204; 0.233831
331; 0.38806; 0.312935; 0.258706
332; 0.373134; 0.310945; 0.228856
333; 0.393035; 0.309453; 0.253731
334; 0.333333; 0.297015; 0.248756
335; 0.373134; 0.300995; 0.228856
336; 0.358209; 0.301493; 0.243781
337; 0.373134; 0.308209; 0.243781
338; 0.343284; 0.29602; 0.208955
339; 0.343284; 0.295771; 0.233831
340; 0.343284; 0.300995; 0.238806
341; 0.363184; 0.311692; 0.233831
342; 0.358209; 0.298259; 0.253731
343; 0.358209; 0.304478; 0.258706
344; 0.39801; 0.304975; 0.218905
345; 0.373134; 0.304975; 0.258706
346; 0.373134; 0.288806; 0.233831
347; 0.363184; 0.313184; 0.243781
348; 0.40796; 0.302488; 0.238806
349; 0.348259; 0.305473; 0.258706
350; 0.378109; 0.317164; 0.258706
351; 0.368159; 0.30597; 0.248756
352; 0.363184; 0.312935; 0.253731
353; 0.338308; 0.300995; 0.243781
354; 0.358209; 0.30796; 0.238806
355; 0.383085; 0.308458; 0.253731
356; 0.353234; 0.3; 0.238806
357; 0.348259; 0.288557; 0.238806
358; 0.333333; 0.289303; 0.228856
359; 0.358209; 0.305224; 0.243781
360; 0.368159; 0.299005; 0.218905
361; 0.373134; 0.300746; 0.263682
362; 0.378109; 0.308209; 0.253731
363; 0.343284; 0.308706; 0.268657
364; 0.378109; 0.311194; 0.233831
365; 0.368159; 0.300995; 0.243781
366; 0.393035; 0.307463; 0.238806
367; 0.368159; 0.295025; 0.233831
368; 0.40796; 0.308209; 0.233831
369; 0.353234; 0.297761; 0.223881
370; 0.363184; 0.30398; 0.218905
371; 0.353234; 0.310448; 0.208955
372; 0.353234; 0.30199; 0.243781
373; 0.338308; 0.299751; 0.243781
374; 0.353234; 0.312438; 0.248756
375; 0.378109; 0.310697; 0.238806
376; 0.363184; 0.290796; 0.19403
377; 0.383085; 0.307711; 0.238806
378; 0.363184; 0.296766; 0.243781
379; 0.373134; 0.302985; 0.20398
380; 0.348259; 0.30398; 0.238806
381; 0.402985; 0.31791; 0.258706
382; 0.358209; 0.295274; 0.223881
383; 0.368159; 0.304229; 0.228856
384; 0.378109; 0.312189; 0.258706
385; 0.368159; 0.301493; 0.223881
386; 0.348259; 0.302239; 0.218905
387; 0.353234; 0.305721; 0.253731
388; 0.348259; 0.303234; 0.233831
389; 0.393035; 0.30597; 0.253731
390; 0.343284; 0.291791; 0.189055
391; 0.353234; 0.294527; 0.233831
392; 0.368159; 0.310448; 0.253731
393; 0.363184; 0.29005; 0.253731
394; 0.378109; 0.302239; 0.228856
395; 0.363184; 0.30995; 0.228856
396; 0.383085; 0.311443; 0.243781
397; 0.41791; 0.301741; 0.243781
398; 0.378109; 0.318657; 0.258706
399; 0.358209; 0.301493; 0.218905
400; 0.383085; 0.302736; 0.233831
401; 0.378109; 0.308955; 0.248756
402; 0.348259; 0.294527; 0.223881
403; 0.348259; 0.299502; 0.263682
404; 0.383085; 0.306219; 0.273632
405; 0.348259; 0.304478; 0.268657
406; 0.353234; 0.300498; 0.268657
407; 0.363184; 0.310199; 0.248756
408; 0.363184; 0.298259; 0.223881
409; 0.358209; 0.310945; 0.263682
410; 0.383085; 0.31194; 0.228856
411; 0.39801; 0.30796; 0.248756
412; 0.343284; 0.292289; 0.243781
413; 0.343284; 0.295771; 0.238806
414; 0.373134; 0.308209; 0.228856
415; 0.368159; 0.297761; 0.228856
416; 0.348259; 0.296766; 0.238806
417; 0.368159; 0.313682; 0.21393
418; 0.373134; 0.303731; 0.253731
419; 0.368159; 0.306219; 0.243781
420; 0.393035; 0.312935; 0.253731
421; 0.363184; 0.312189; 0.258706
422; 0.363184; 0.307214; 0.273632
423; 0.38806; 0.300746; 0.218905
424; 0.38806; 0.304478; 0.233831
425; 0.343284; 0.291542; 0.248756
426; 0.363184; 0.312935; 0.253731
427; 0.348259; 0.305224; 0.258706
428; 0.333333; 0.293035; 0.243781
429; 0.328358; 0.300498; 0.268657
430; 0.328358; 0.283085; 0.218905
431; 0.363184; 0.307711; 0.238806
432; 0.393035; 0.294527; 0.263682
433; 0.363184; 0.293532; 0.228856
434; 0.348259; 0.300995; 0.238806
435; 0.348259; 0.308209; 0.253731
436; 0.373134; 0.305473; 0.248756
437; 0.373134; 0.299254; 0.233831
438; 0.368159; 0.302985; 0.258706
439; 0.393035; 0.308458; 0.218905
440; 0.343284; 0.299751; 0.243781
441; 0.393035; 0.298507; 0.228856
442; 0.363184; 0.307214; 0.228856
443; 0.378109; 0.303483; 0.258706
444; 0.393035; 0.316667; 0.263682
445; 0.348259; 0.292289; 0.248756
446; 0.348259; 0.301741; 0.233831
447; 0.368159; 0.301741; 0.233831
448; 0.353234; 0.304726; 0.248756
449; 0.368159; 0.303731; 0.233831
450; 0.373134; 0.289055; 0.233831
451; 0.373134; 0.315423; 0.278607
452; 0.402985; 0.313184; 0.243781
453; 0.363184; 0.316915; 0.243781
454; 0.358209; 0.298507; 0.228856
455; 0.338308; 0.299502; 0.258706
456; 0.338308; 0.299751; 0.238806
457; 0.353234; 0.309204; 0.253731
458; 0.38806; 0.308458; 0.233831
459; 0.38806; 0.306716; 0.238806
460; 0.353234; 0.30398; 0.233831
461; 0.368159; 0.304229; 0.233831
462; 0.363184; 0.304726; 0.268657
463; 0.378109; 0.302239; 0.248756
464; 0.333333; 0.287065; 0.199005
465; 0.343284; 0.304726; 0.283582
466; 0.378109; 0.30199; 0.238806
467; 0.363184; 0.311194; 0.268657
468; 0.358209; 0.300498; 0.238806
469; 0.368159; 0.309204; 0.223881
470; 0.353234; 0.295025; 0.233831
471; 0.353234; 0.304478; 0.233831
472; 0.373134; 0.310945; 0.248756
473; 0.353234; 0.311692; 0.253731
474; 0.378109; 0.309701; 0.253731
475; 0.393035; 0.314428; 0.253731
476; 0.358209; 0.305473; 0.263682
477; 0.363184; 0.305721; 0.253731
478; 0.402985; 0.312438; 0.263682
479; 0.353234; 0.30597; 0.248756
480; 0.383085; 0.295274; 0.248756
481; 0.368159; 0.296269; 0.243781
482; 0.363184; 0.310697; 0.228856
483; 0.343284; 0.294279; 0.243781
484; 0.363184; 0.305224; 0.243781
485; 0.348259; 0.305473; 0.243781
486; 0.373134; 0.309701; 0.233831
487; 0.368159; 0.297512; 0.253731
488; 0.343284; 0.299502; 0.243781
489; 0.363184; 0.293781; 0.208955
490; 0.40796; 0.305473; 0.218905
491; 0.353234; 0.310199; 0.253731
492; 0.412935; 0.312438; 0.248756
493; 0.363184; 0.307463; 0.253731
494; 0.39801; 0.315174; 0.253731
495; 0.363184; 0.311443; 0.238806
496; 0.348259; 0.310448; 0.268657
497; 0.368159; 0.304229; 0.238806
498; 0.368159; 0.306468; 0.268657
499; 0.353234; 0.319403; 0.273632
500; 0.338308; 0.284826; 0.223881
501; 0.393035; 0.308706; 0.223881
