generation; best; average; worst
629; 0.265469; 0.242715; 0.207585
630; 0.295409; 0.254291; 0.221557
631; 0.297405; 0.270459; 0.235529
632; 0.293413; 0.266467; 0.241517
633; 0.309381; 0.259481; 0.203593
634; 0.311377; 0.255888; 0.229541
635; 0.283433; 0.251297; 0.225549
636; 0.277445; 0.255689; 0.223553
637; 0.279441; 0.261477; 0.233533
638; 0.275449; 0.246307; 0.189621
639; 0.275449; 0.254491; 0.221557
640; 0.301397; 0.251497; 0.231537
641; 0.293413; 0.256487; 0.201597
642; 0.297405; 0.265868; 0.237525
643; 0.297405; 0.264471; 0.233533
644; 0.279441; 0.246307; 0.205589
645; 0.287425; 0.256287; 0.239521
646; 0.277445; 0.252096; 0.223553
647; 0.297405; 0.250299; 0.207585
648; 0.305389; 0.252894; 0.229541
649; 0.293413; 0.258084; 0.201597
650; 0.301397; 0.260479; 0.209581
651; 0.289421; 0.255689; 0.221557
652; 0.283433; 0.25988; 0.239521
653; 0.275449; 0.258283; 0.217565
654; 0.285429; 0.239721; 0.167665
655; 0.307385; 0.26008; 0.239521
656; 0.287425; 0.25489; 0.225549
657; 0.291417; 0.254491; 0.213573
658; 0.285429; 0.259481; 0.239521
659; 0.279441; 0.257685; 0.191617
660; 0.267465; 0.250699; 0.225549
661; 0.273453; 0.235729; 0.195609
662; 0.275449; 0.240719; 0.203593
663; 0.301397; 0.256487; 0.225549
664; 0.295409; 0.252695; 0.215569
665; 0.269461; 0.232335; 0.199601
666; 0.285429; 0.246108; 0.209581
667; 0.293413; 0.253293; 0.229541
668; 0.275449; 0.24511; 0.215569
669; 0.281437; 0.261078; 0.219561
670; 0.327345; 0.256287; 0.221557
671; 0.287425; 0.259681; 0.219561
672; 0.269461; 0.254092; 0.227545
673; 0.273453; 0.248703; 0.209581
674; 0.275449; 0.251697; 0.225549
675; 0.311377; 0.251297; 0.189621
676; 0.305389; 0.249501; 0.231537
677; 0.265469; 0.249301; 0.227545
678; 0.281437; 0.249701; 0.197605
679; 0.259481; 0.246507; 0.233533
680; 0.285429; 0.266068; 0.237525
681; 0.271457; 0.248503; 0.205589
682; 0.293413; 0.236527; 0.195609
683; 0.275449; 0.252894; 0.213573
684; 0.265469; 0.24012; 0.223553
685; 0.261477; 0.245509; 0.209581
686; 0.305389; 0.2501; 0.215569
687; 0.259481; 0.243313; 0.221557
688; 0.273453; 0.256287; 0.235529
689; 0.279441; 0.258283; 0.219561
690; 0.279441; 0.257285; 0.227545
691; 0.285429; 0.245709; 0.213573
692; 0.257485; 0.236327; 0.203593
693; 0.275449; 0.249701; 0.211577
694; 0.301397; 0.251697; 0.213573
695; 0.269461; 0.245908; 0.211577
696; 0.283433; 0.256088; 0.227545
697; 0.277445; 0.253892; 0.223553
