generation; best; average; worst
150; 0.348259; 0.304975; 0.248756
151; 0.348259; 0.298507; 0.253731
152; 0.378109; 0.301493; 0.243781
153; 0.383085; 0.319403; 0.233831
154; 0.338308; 0.299005; 0.248756
155; 0.373134; 0.29204; 0.243781
156; 0.368159; 0.310697; 0.243781
157; 0.368159; 0.306965; 0.268657
158; 0.39801; 0.313433; 0.248756
159; 0.358209; 0.308209; 0.253731
160; 0.358209; 0.304229; 0.233831
161; 0.353234; 0.306468; 0.233831
162; 0.348259; 0.289801; 0.238806
163; 0.353234; 0.301244; 0.253731
164; 0.378109; 0.287811; 0.228856
165; 0.358209; 0.307711; 0.233831
166; 0.348259; 0.294527; 0.253731
167; 0.38806; 0.334328; 0.263682
168; 0.368159; 0.306468; 0.233831
169; 0.378109; 0.292537; 0.248756
170; 0.38806; 0.307711; 0.238806
171; 0.343284; 0.296766; 0.263682
172; 0.353234; 0.295025; 0.233831
173; 0.373134; 0.300746; 0.20398
174; 0.39801; 0.304975; 0.233831
175; 0.412935; 0.308706; 0.228856
176; 0.373134; 0.302488; 0.248756
177; 0.378109; 0.302488; 0.258706
178; 0.368159; 0.306965; 0.253731
179; 0.373134; 0.308458; 0.243781
180; 0.343284; 0.286816; 0.218905
181; 0.378109; 0.312687; 0.263682
182; 0.378109; 0.302488; 0.248756
183; 0.368159; 0.311443; 0.248756
184; 0.373134; 0.303483; 0.228856
185; 0.363184; 0.302985; 0.243781
186; 0.363184; 0.312189; 0.263682
187; 0.38806; 0.300249; 0.218905
188; 0.378109; 0.318657; 0.238806
189; 0.39801; 0.314677; 0.238806
190; 0.358209; 0.301244; 0.253731
191; 0.343284; 0.298507; 0.243781
192; 0.368159; 0.300249; 0.243781
193; 0.358209; 0.302985; 0.218905
194; 0.363184; 0.307463; 0.223881
195; 0.353234; 0.299502; 0.263682
196; 0.378109; 0.309453; 0.238806
197; 0.368159; 0.3; 0.21393
198; 0.363184; 0.313682; 0.268657
199; 0.363184; 0.310199; 0.253731
200; 0.338308; 0.301493; 0.248756
201; 0.368159; 0.303731; 0.243781
202; 0.383085; 0.306965; 0.238806
203; 0.363184; 0.307463; 0.268657
204; 0.363184; 0.315672; 0.258706
205; 0.363184; 0.316418; 0.268657
206; 0.368159; 0.308209; 0.253731
207; 0.363184; 0.302488; 0.223881
208; 0.373134; 0.291542; 0.223881
209; 0.348259; 0.306716; 0.263682
210; 0.368159; 0.316667; 0.268657
211; 0.363184; 0.319652; 0.253731
212; 0.378109; 0.316915; 0.268657
213; 0.402985; 0.312189; 0.238806
214; 0.383085; 0.316915; 0.208955
215; 0.353234; 0.309453; 0.243781
216; 0.353234; 0.303731; 0.233831
217; 0.368159; 0.310448; 0.263682
218; 0.363184; 0.311443; 0.248756
219; 0.368159; 0.299005; 0.208955
220; 0.353234; 0.297761; 0.248756
221; 0.338308; 0.298259; 0.248756
222; 0.373134; 0.305224; 0.218905
223; 0.353234; 0.305473; 0.243781
224; 0.39801; 0.311692; 0.248756
225; 0.358209; 0.30597; 0.258706
226; 0.343284; 0.300498; 0.253731
227; 0.353234; 0.305473; 0.248756
228; 0.373134; 0.306965; 0.253731
229; 0.373134; 0.303731; 0.238806
230; 0.368159; 0.295274; 0.263682
231; 0.353234; 0.301493; 0.243781
232; 0.363184; 0.301493; 0.238806
233; 0.38806; 0.30597; 0.248756
234; 0.353234; 0.298259; 0.223881
235; 0.368159; 0.311194; 0.263682
236; 0.402985; 0.30597; 0.223881
237; 0.383085; 0.316915; 0.238806
238; 0.358209; 0.308706; 0.248756
239; 0.343284; 0.302239; 0.253731
240; 0.343284; 0.295771; 0.21393
241; 0.39801; 0.307214; 0.248756
242; 0.368159; 0.319403; 0.253731
243; 0.40796; 0.305224; 0.253731
244; 0.393035; 0.302985; 0.253731
245; 0.38806; 0.309204; 0.258706
246; 0.373134; 0.307214; 0.223881
247; 0.368159; 0.30796; 0.238806
248; 0.343284; 0.301741; 0.243781
249; 0.343284; 0.292786; 0.248756
250; 0.358209; 0.312438; 0.21393
251; 0.353234; 0.30796; 0.228856
252; 0.373134; 0.303234; 0.263682
253; 0.378109; 0.305721; 0.233831
254; 0.353234; 0.304229; 0.243781
255; 0.363184; 0.312438; 0.268657
256; 0.363184; 0.311194; 0.268657
257; 0.343284; 0.290796; 0.228856
258; 0.38806; 0.315423; 0.21393
259; 0.338308; 0.301244; 0.248756
260; 0.353234; 0.304478; 0.268657
261; 0.358209; 0.315174; 0.273632
262; 0.393035; 0.31393; 0.243781
263; 0.373134; 0.30398; 0.233831
264; 0.378109; 0.315423; 0.248756
265; 0.363184; 0.30995; 0.248756
266; 0.373134; 0.302488; 0.243781
267; 0.358209; 0.304975; 0.258706
268; 0.368159; 0.298259; 0.248756
269; 0.353234; 0.294527; 0.248756
270; 0.378109; 0.305721; 0.228856
271; 0.373134; 0.30995; 0.238806
272; 0.358209; 0.302985; 0.208955
273; 0.378109; 0.309204; 0.263682
274; 0.363184; 0.312189; 0.233831
275; 0.422886; 0.306219; 0.248756
276; 0.358209; 0.3; 0.243781
277; 0.363184; 0.306965; 0.248756
278; 0.323383; 0.284328; 0.233831
279; 0.38806; 0.305224; 0.218905
280; 0.333333; 0.297512; 0.223881
281; 0.40796; 0.306468; 0.238806
282; 0.348259; 0.304726; 0.248756
283; 0.39801; 0.310945; 0.238806
284; 0.368159; 0.298756; 0.243781
285; 0.393035; 0.300249; 0.243781
286; 0.378109; 0.303234; 0.233831
287; 0.427861; 0.308706; 0.273632
288; 0.358209; 0.30995; 0.273632
289; 0.343284; 0.297512; 0.248756
290; 0.368159; 0.301244; 0.233831
291; 0.348259; 0.300746; 0.228856
292; 0.378109; 0.302488; 0.248756
293; 0.378109; 0.302736; 0.248756
294; 0.333333; 0.297761; 0.243781
295; 0.353234; 0.304229; 0.253731
296; 0.343284; 0.289552; 0.228856
297; 0.348259; 0.308706; 0.263682
298; 0.38806; 0.303483; 0.243781
299; 0.38806; 0.302239; 0.253731
300; 0.368159; 0.303483; 0.243781
301; 0.373134; 0.309204; 0.258706
302; 0.353234; 0.291791; 0.233831
303; 0.358209; 0.298756; 0.253731
304; 0.373134; 0.30398; 0.238806
305; 0.38806; 0.311194; 0.199005
306; 0.353234; 0.301741; 0.253731
307; 0.383085; 0.308706; 0.243781
308; 0.363184; 0.30597; 0.248756
309; 0.373134; 0.303234; 0.258706
310; 0.348259; 0.308458; 0.263682
311; 0.353234; 0.3; 0.253731
312; 0.383085; 0.321393; 0.268657
313; 0.323383; 0.293532; 0.238806
314; 0.358209; 0.302985; 0.233831
315; 0.363184; 0.302985; 0.268657
316; 0.343284; 0.303731; 0.263682
317; 0.348259; 0.3; 0.243781
318; 0.41791; 0.310945; 0.243781
319; 0.373134; 0.303731; 0.258706
320; 0.373134; 0.291542; 0.208955
321; 0.338308; 0.302239; 0.243781
322; 0.378109; 0.30597; 0.238806
323; 0.358209; 0.301493; 0.258706
324; 0.353234; 0.30597; 0.263682
325; 0.368159; 0.304975; 0.233831
326; 0.358209; 0.305721; 0.228856
327; 0.378109; 0.301244; 0.228856
328; 0.363184; 0.298507; 0.243781
329; 0.363184; 0.301244; 0.233831
330; 0.358209; 0.300995; 0.243781
331; 0.338308; 0.293781; 0.238806
332; 0.353234; 0.305224; 0.238806
333; 0.383085; 0.30398; 0.258706
334; 0.373134; 0.309453; 0.223881
335; 0.348259; 0.306468; 0.253731
336; 0.378109; 0.308955; 0.233831
337; 0.378109; 0.316418; 0.263682
338; 0.338308; 0.301493; 0.248756
339; 0.368159; 0.304478; 0.208955
340; 0.368159; 0.30796; 0.238806
341; 0.353234; 0.29602; 0.253731
342; 0.363184; 0.299254; 0.233831
343; 0.38806; 0.30597; 0.258706
344; 0.343284; 0.297264; 0.243781
345; 0.368159; 0.313184; 0.223881
346; 0.39801; 0.314428; 0.263682
347; 0.338308; 0.295771; 0.248756
348; 0.383085; 0.308955; 0.228856
349; 0.402985; 0.315672; 0.278607
350; 0.378109; 0.311692; 0.233831
351; 0.373134; 0.30398; 0.253731
352; 0.333333; 0.296517; 0.258706
353; 0.368159; 0.307711; 0.248756
354; 0.373134; 0.304478; 0.243781
355; 0.353234; 0.311692; 0.248756
356; 0.358209; 0.308706; 0.258706
357; 0.348259; 0.312935; 0.258706
358; 0.368159; 0.305721; 0.233831
359; 0.378109; 0.323134; 0.263682
360; 0.343284; 0.293781; 0.248756
361; 0.358209; 0.299751; 0.199005
362; 0.373134; 0.293035; 0.228856
363; 0.378109; 0.304975; 0.238806
364; 0.402985; 0.314925; 0.258706
365; 0.373134; 0.299005; 0.243781
366; 0.39801; 0.310697; 0.268657
367; 0.383085; 0.316169; 0.218905
368; 0.358209; 0.309701; 0.233831
369; 0.358209; 0.304478; 0.243781
370; 0.378109; 0.300498; 0.233831
371; 0.358209; 0.301244; 0.228856
372; 0.373134; 0.305224; 0.258706
373; 0.368159; 0.312935; 0.253731
374; 0.383085; 0.299751; 0.233831
375; 0.363184; 0.308955; 0.248756
376; 0.333333; 0.301741; 0.228856
377; 0.363184; 0.295522; 0.248756
378; 0.368159; 0.315672; 0.253731
379; 0.348259; 0.295274; 0.223881
380; 0.353234; 0.306716; 0.278607
381; 0.363184; 0.297512; 0.253731
382; 0.373134; 0.308706; 0.248756
383; 0.358209; 0.312687; 0.248756
384; 0.363184; 0.299502; 0.238806
385; 0.363184; 0.312189; 0.263682
386; 0.378109; 0.301493; 0.223881
387; 0.383085; 0.316915; 0.268657
388; 0.358209; 0.30597; 0.243781
389; 0.383085; 0.316418; 0.258706
390; 0.343284; 0.295771; 0.228856
391; 0.383085; 0.314428; 0.253731
392; 0.363184; 0.304229; 0.223881
393; 0.358209; 0.304726; 0.248756
394; 0.378109; 0.303483; 0.208955
395; 0.40796; 0.309204; 0.258706
396; 0.338308; 0.304975; 0.263682
397; 0.358209; 0.313682; 0.208955
398; 0.373134; 0.304478; 0.258706
399; 0.373134; 0.317164; 0.268657
400; 0.358209; 0.306219; 0.21393
401; 0.412935; 0.313184; 0.243781
402; 0.328358; 0.294279; 0.243781
403; 0.363184; 0.304975; 0.228856
404; 0.358209; 0.31393; 0.253731
405; 0.343284; 0.297512; 0.233831
406; 0.338308; 0.303731; 0.263682
407; 0.353234; 0.302488; 0.223881
408; 0.373134; 0.301493; 0.253731
409; 0.343284; 0.291045; 0.243781
410; 0.343284; 0.303234; 0.248756
411; 0.38806; 0.314677; 0.263682
412; 0.353234; 0.298756; 0.228856
413; 0.38806; 0.311194; 0.243781
414; 0.358209; 0.302239; 0.253731
415; 0.383085; 0.30995; 0.223881
416; 0.358209; 0.302488; 0.233831
417; 0.378109; 0.305473; 0.228856
418; 0.393035; 0.30597; 0.268657
419; 0.39801; 0.316915; 0.278607
420; 0.38806; 0.321642; 0.263682
421; 0.38806; 0.309701; 0.253731
422; 0.353234; 0.301244; 0.268657
423; 0.363184; 0.306468; 0.263682
424; 0.358209; 0.309701; 0.253731
425; 0.378109; 0.306468; 0.248756
426; 0.38806; 0.300746; 0.228856
427; 0.368159; 0.306965; 0.258706
428; 0.348259; 0.306219; 0.253731
429; 0.348259; 0.300249; 0.238806
430; 0.363184; 0.310448; 0.223881
431; 0.333333; 0.289303; 0.238806
432; 0.378109; 0.302736; 0.243781
433; 0.358209; 0.304726; 0.223881
434; 0.358209; 0.301493; 0.243781
435; 0.348259; 0.29602; 0.19403
436; 0.363184; 0.295771; 0.228856
437; 0.383085; 0.296766; 0.243781
438; 0.368159; 0.293284; 0.233831
439; 0.373134; 0.306965; 0.258706
440; 0.348259; 0.298756; 0.238806
441; 0.348259; 0.301244; 0.253731
442; 0.353234; 0.306716; 0.268657
443; 0.348259; 0.301741; 0.223881
444; 0.393035; 0.312438; 0.253731
445; 0.368159; 0.312687; 0.263682
446; 0.378109; 0.308955; 0.258706
447; 0.373134; 0.307214; 0.223881
448; 0.348259; 0.30597; 0.268657
449; 0.393035; 0.307463; 0.238806
450; 0.363184; 0.300746; 0.253731
451; 0.393035; 0.308458; 0.238806
452; 0.373134; 0.304229; 0.223881
453; 0.378109; 0.295771; 0.238806
454; 0.363184; 0.296766; 0.238806
455; 0.343284; 0.297264; 0.218905
456; 0.368159; 0.309701; 0.253731
457; 0.373134; 0.312189; 0.253731
458; 0.402985; 0.303483; 0.253731
459; 0.39801; 0.321642; 0.263682
460; 0.348259; 0.301244; 0.238806
461; 0.378109; 0.307711; 0.263682
462; 0.358209; 0.306219; 0.258706
463; 0.40796; 0.309701; 0.258706
464; 0.368159; 0.309204; 0.238806
465; 0.383085; 0.299005; 0.238806
466; 0.373134; 0.296517; 0.243781
467; 0.38806; 0.302488; 0.233831
468; 0.378109; 0.315174; 0.233831
469; 0.358209; 0.302985; 0.253731
470; 0.343284; 0.297761; 0.248756
471; 0.363184; 0.301244; 0.238806
472; 0.333333; 0.298259; 0.263682
473; 0.358209; 0.295025; 0.233831
474; 0.393035; 0.316915; 0.263682
475; 0.358209; 0.304726; 0.258706
476; 0.363184; 0.311443; 0.263682
477; 0.348259; 0.305721; 0.243781
478; 0.368159; 0.309453; 0.258706
479; 0.383085; 0.306219; 0.253731
480; 0.353234; 0.30199; 0.238806
481; 0.378109; 0.303234; 0.248756
482; 0.383085; 0.307711; 0.238806
483; 0.368159; 0.298259; 0.228856
484; 0.368159; 0.303234; 0.248756
485; 0.38806; 0.295771; 0.223881
486; 0.378109; 0.307463; 0.263682
487; 0.348259; 0.309453; 0.273632
488; 0.353234; 0.299254; 0.21393
489; 0.358209; 0.309701; 0.268657
490; 0.363184; 0.300498; 0.21393
491; 0.358209; 0.308209; 0.238806
492; 0.358209; 0.296517; 0.228856
493; 0.38806; 0.312687; 0.268657
494; 0.343284; 0.29204; 0.228856
495; 0.338308; 0.303483; 0.253731
496; 0.353234; 0.307463; 0.268657
497; 0.358209; 0.301244; 0.238806
498; 0.393035; 0.300249; 0.228856
499; 0.358209; 0.305224; 0.253731
500; 0.38806; 0.303483; 0.238806
501; 0.358209; 0.308458; 0.268657
