generation; best; average; worst
354; 0.291708; 0.271129; 0.254745
355; 0.282717; 0.260839; 0.242757
356; 0.291708; 0.25954; 0.224775
357; 0.283716; 0.261838; 0.23976
358; 0.292707; 0.263337; 0.226773
359; 0.295704; 0.259141; 0.232767
360; 0.273726; 0.24995; 0.222777
361; 0.267732; 0.249151; 0.227772
362; 0.286713; 0.265135; 0.240759
363; 0.286713; 0.270529; 0.254745
364; 0.2997; 0.263936; 0.231768
365; 0.286713; 0.255644; 0.228771
366; 0.26973; 0.256144; 0.237762
367; 0.276723; 0.252348; 0.234765
368; 0.26973; 0.254645; 0.236763
369; 0.280719; 0.256743; 0.22977
370; 0.291708; 0.261139; 0.232767
371; 0.265734; 0.250549; 0.231768
372; 0.265734; 0.247852; 0.222777
373; 0.298701; 0.251848; 0.230769
374; 0.274725; 0.26004; 0.242757
375; 0.281718; 0.254945; 0.234765
376; 0.261738; 0.247752; 0.221778
377; 0.273726; 0.245055; 0.224775
378; 0.262737; 0.242058; 0.220779
379; 0.265734; 0.249051; 0.227772
380; 0.264735; 0.247153; 0.213786
381; 0.270729; 0.242657; 0.215784
382; 0.25974; 0.24985; 0.240759
383; 0.262737; 0.242458; 0.22977
384; 0.257742; 0.236863; 0.221778
385; 0.260739; 0.241159; 0.211788
386; 0.262737; 0.243257; 0.223776
387; 0.278721; 0.252348; 0.222777
388; 0.265734; 0.244156; 0.222777
389; 0.265734; 0.248052; 0.227772
390; 0.271728; 0.253047; 0.227772
391; 0.274725; 0.254046; 0.23976
392; 0.268731; 0.246653; 0.234765
393; 0.26973; 0.253447; 0.22977
394; 0.265734; 0.242358; 0.217782
395; 0.25974; 0.248152; 0.224775
396; 0.266733; 0.251748; 0.232767
397; 0.260739; 0.245954; 0.230769
398; 0.258741; 0.240559; 0.224775
399; 0.262737; 0.245155; 0.228771
400; 0.273726; 0.247453; 0.21978
401; 0.261738; 0.251049; 0.235764
402; 0.261738; 0.241259; 0.223776
403; 0.262737; 0.235465; 0.20979
404; 0.270729; 0.248052; 0.214785
405; 0.26973; 0.236863; 0.214785
406; 0.266733; 0.248951; 0.220779
407; 0.283716; 0.255844; 0.234765
408; 0.272727; 0.242258; 0.20979
409; 0.271728; 0.242657; 0.203796
410; 0.252747; 0.237862; 0.226773
411; 0.27972; 0.238462; 0.210789
412; 0.254745; 0.233766; 0.218781
413; 0.250749; 0.237762; 0.21978
414; 0.252747; 0.235365; 0.213786
415; 0.273726; 0.247652; 0.230769
416; 0.274725; 0.253447; 0.226773
417; 0.245754; 0.224376; 0.188811
418; 0.263736; 0.245455; 0.227772
419; 0.266733; 0.247453; 0.224775
420; 0.272727; 0.246953; 0.228771
421; 0.264735; 0.242158; 0.232767
422; 0.267732; 0.243057; 0.216783
423; 0.251748; 0.242857; 0.227772
424; 0.261738; 0.244156; 0.205794
425; 0.252747; 0.228971; 0.211788
426; 0.275724; 0.246454; 0.214785
427; 0.272727; 0.252747; 0.232767
428; 0.282717; 0.253147; 0.234765
429; 0.271728; 0.252348; 0.230769
430; 0.272727; 0.240759; 0.201798
